     file  region                                  year wage_ratio
     <chr> <chr>                                  <int>      <dbl>
 950 de99h [6]DE6 - Hamburg                        1999      1.09 
 951 de99h [7]DE7 - Hesse                          1999      1.09 
 952 de99h [8]DE8 - Mecklenburg-Western Pomerania  1999      1.29 
 953 de99h [9]DE9 - Lower Saxony                   1999      1.09 
 954 es00h [1]North-East                           2000     NA    
 955 es00h [2]North-West                           2000      0.901
 956 es00h [3]Madrid                               2000     NA    
 957 es00h [4]Central                              2000     NA    
 958 es00h [5]East                                 2000     NA    
 959 es00h [6]South                                2000     NA    
 960 es00h [7]Canary Islands                       2000      1.24 
 961 es00h <NA>                                    2000      1.05 
 962 es04h [11]Galicia                             2004     NA    
 963 es04h [12]Principado de Asturias              2004      1.17 
 964 es04h [13]Cantabria                           2004     NA    
 965 es04h [21]País Vasco                          2004     NA    
 966 es04h [22]Comunidad Foral de Navarra          2004     NA    
 967 es04h [23]La Rioja                            2004      1.13 
 968 es04h [24]Aragón                              2004     NA    
 969 es04h [30]Comunidad de Madrid                 2004     NA    
 970 es04h [41]Castilla y León                     2004     NA    
 971 es04h [42]Castilla-La Mancha                  2004      1.33 
 972 es04h [43]Extremadura                         2004     NA    
 973 es04h [51]Cataluña                            2004     NA    
 974 es04h [52]Comunidad Valenciana                2004     NA    
 975 es04h [53]Illes Balears                       2004     NA    
 976 es04h [61]Andalucía                           2004     NA    
 977 es04h [62]Región de Murcia                    2004     NA    
 978 es04h [63]Ciudad Autónoma de Ceuta            2004     NA    
 979 es04h [70]Canarias                            2004     NA    
 980 es05h [11]Galicia                             2005     NA    
 981 es05h [12]Principado de Asturias              2005      1.03 
 982 es05h [13]Cantabria                           2005     NA    
 983 es05h [21]País Vasco                          2005     NA    
 984 es05h [22]Comunidad Foral de Navarra          2005      1.11 
 985 es05h [23]La Rioja                            2005      1.18 
 986 es05h [24]Aragón                              2005      1.16 
 987 es05h [30]Comunidad de Madrid                 2005     NA    
 988 es05h [41]Castilla y León                     2005     NA    
 989 es05h [42]Castilla-La Mancha                  2005     NA    
 990 es05h [43]Extremadura                         2005     NA    
 991 es05h [51]Cataluña                            2005     NA    
 992 es05h [52]Comunidad Valenciana                2005      1.18 
 993 es05h [53]Illes Balears                       2005     NA    
 994 es05h [61]Andalucía                           2005     NA    
 995 es05h [62]Región de Murcia                    2005      1.17 
 996 es05h [63]Ciudad Autónoma de Ceuta            2005      1.47 
 997 es05h [64]Ciudad Autónoma de Melilla          2005     NA    
 998 es05h [70]Canarias                            2005     NA    
 999 es06h [11]Galicia                             2006      1.05 
1000 es06h [12]Principado de Asturias              2006      1.15 
1001 es06h [13]Cantabria                           2006      1.02 
1002 es06h [21]País Vasco                          2006     NA    
1003 es06h [22]Comunidad Foral de Navarra          2006      1.00 
1004 es06h [23]La Rioja                            2006     NA    
1005 es06h [24]Aragón                              2006     NA    
1006 es06h [30]Comunidad de Madrid                 2006      1.05 
1007 es06h [41]Castilla y León                     2006      1.16 
1008 es06h [42]Castilla-La Mancha                  2006      1.15 
1009 es06h [43]Extremadura                         2006      1.06 
1010 es06h [51]Cataluña                            2006      1.09 
1011 es06h [52]Comunidad Valenciana                2006      1.14 
1012 es06h [53]Illes Balears                       2006      1.03 
1013 es06h [61]Andalucía                           2006     NA    
1014 es06h [62]Región de Murcia                    2006      1.09 
1015 es06h [63]Ciudad Autónoma de Ceuta            2006     NA    
1016 es06h [64]Ciudad Autónoma de Melilla          2006      0.711
1017 es06h [70]Canarias                            2006      1.19 
1018 es07h [11]Galicia                             2007      1.10 
1019 es07h [12]Principado de Asturias              2007      1.09 
1020 es07h [13]Cantabria                           2007      1.18 
1021 es07h [21]País Vasco                          2007      1.15 
1022 es07h [22]Comunidad Foral de Navarra          2007      0.996
1023 es07h [23]La Rioja                            2007      1.20 
1024 es07h [24]Aragón                              2007      1.08 
1025 es07h [30]Comunidad de Madrid                 2007      1.03 
1026 es07h [41]Castilla y León                     2007      1.15 
1027 es07h [42]Castilla-La Mancha                  2007      1.13 
1028 es07h [43]Extremadura                         2007      1.06 
1029 es07h [51]Cataluña                            2007      1.07 
1030 es07h [52]Comunidad Valenciana                2007      1.19 
1031 es07h [53]Illes Balears                       2007      1.23 
1032 es07h [61]Andalucía                           2007      1.15 
1033 es07h [62]Región de Murcia                    2007      1.06 
1034 es07h [63]Ciudad Autónoma de Ceuta            2007      1.19 
1035 es07h [64]Ciudad Autónoma de Melilla          2007      1.28 
1036 es07h [70]Canarias                            2007      1.16 
1037 es08h [11]Galicia                             2008      1.10 
1038 es08h [12]Principado de Asturias              2008      1.05 
1039 es08h [13]Cantabria                           2008      1.14 
1040 es08h [21]País Vasco                          2008      1.23 
1041 es08h [22]Comunidad Foral de Navarra          2008      1.10 
1042 es08h [23]La Rioja                            2008      1.08 
1043 es08h [24]Aragón                              2008      1.12 
1044 es08h [30]Comunidad de Madrid                 2008      1.03 
1045 es08h [41]Castilla y León                     2008      1.18 
1046 es08h [42]Castilla-La Mancha                  2008      1.15 
1047 es08h [43]Extremadura                         2008      1.22 
1048 es08h [51]Cataluña                            2008      1.16 
1049 es08h [52]Comunidad Valenciana                2008      1.21 
1050 es08h [53]Illes Balears                       2008      1.19 
1051 es08h [61]Andalucía                           2008      1.17 
1052 es08h [62]Región de Murcia                    2008      1.19 
1053 es08h [63]Ciudad Autónoma de Ceuta            2008      1.13 
1054 es08h [64]Ciudad Autónoma de Melilla          2008      1.42 
1055 es08h [70]Canarias                            2008      1.34 
1056 es09h [11]Galicia                             2009      1.13 
1057 es09h [12]Principado de Asturias              2009      1.15 
1058 es09h [13]Cantabria                           2009      0.989
1059 es09h [21]País Vasco                          2009      1.20 
1060 es09h [22]Comunidad Foral de Navarra          2009      1.05 
1061 es09h [23]La Rioja                            2009      1.18 
1062 es09h [24]Aragón                              2009      1.06 
1063 es09h [30]Comunidad de Madrid                 2009      1.05 
1064 es09h [41]Castilla y León                     2009      1.16 
1065 es09h [42]Castilla-La Mancha                  2009      0.953
1066 es09h [43]Extremadura                         2009      1.01 
1067 es09h [51]Cataluña                            2009      1.12 
1068 es09h [52]Comunidad Valenciana                2009      1.19 
1069 es09h [53]Illes Balears                       2009      1.07 
1070 es09h [61]Andalucía                           2009      1.18 
1071 es09h [62]Región de Murcia                    2009      1.22 
1072 es09h [63]Ciudad Autónoma de Ceuta            2009      1.14 
1073 es09h [64]Ciudad Autónoma de Melilla          2009      1.55 
1074 es09h [70]Canarias                            2009      1.29 
1075 es10h [11]Galicia                             2010      1.15 
1076 es10h [12]Principado de Asturias              2010      1.15 
1077 es10h [13]Cantabria                           2010      1.15 
1078 es10h [21]País Vasco                          2010      1.26 
1079 es10h [22]Comunidad Foral de Navarra          2010      1.08 
1080 es10h [23]La Rioja                            2010      1.12 
1081 es10h [24]Aragón                              2010      1.08 
1082 es10h [30]Comunidad de Madrid                 2010      0.973
1083 es10h [41]Castilla y León                     2010      1.23 
1084 es10h [42]Castilla-La Mancha                  2010      1.23 
1085 es10h [43]Extremadura                         2010      1.01 
1086 es10h [51]Cataluña                            2010      1.15 
1087 es10h [52]Comunidad Valenciana                2010      1.18 
1088 es10h [53]Illes Balears                       2010      1.17 
1089 es10h [61]Andalucía                           2010      1.07 
1090 es10h [62]Región de Murcia                    2010      1.17 
1091 es10h [63]Ciudad Autónoma de Ceuta            2010      0.966
1092 es10h [64]Ciudad Autónoma de Melilla          2010      1.10 
1093 es10h [70]Canarias                            2010      1.19 
1094 es11h [11]Galicia                             2011      1.09 
1095 es11h [12]Principado de Asturias              2011      1.03 
1096 es11h [13]Cantabria                           2011      1.26 
1097 es11h [21]País Vasco                          2011      1.26 
1098 es11h [22]Comunidad Foral de Navarra          2011      1.16 
1099 es11h [23]La Rioja                            2011      1.13 
1100 es11h [24]Aragón                              2011      1.21 
1101 es11h [30]Comunidad de Madrid                 2011      1.06 
1102 es11h [41]Castilla y León                     2011      1.25 
1103 es11h [42]Castilla-La Mancha                  2011      1.26 
1104 es11h [43]Extremadura                         2011      1.03 
1105 es11h [51]Cataluña                            2011      1.10 
1106 es11h [52]Comunidad Valenciana                2011      1.20 
1107 es11h [53]Illes Balears                       2011      1.08 
1108 es11h [61]Andalucía                           2011      1.11 
1109 es11h [62]Región de Murcia                    2011      1.20 
1110 es11h [63]Ciudad Autónoma de Ceuta            2011      1.01 
1111 es11h [64]Ciudad Autónoma de Melilla          2011      0.992
1112 es11h [70]Canarias                            2011      1.20 
1113 es12h [11]Galicia                             2012      1.13 
1114 es12h [12]Principado de Asturias              2012      1.07 
1115 es12h [13]Cantabria                           2012      1.19 
1116 es12h [21]País Vasco                          2012      1.20 
1117 es12h [22]Comunidad Foral de Navarra          2012      1.15 
1118 es12h [23]La Rioja                            2012      1.11 
1119 es12h [24]Aragón                              2012      1.17 
1120 es12h [30]Comunidad de Madrid                 2012      1.13 
1121 es12h [41]Castilla y León                     2012      1.14 
1122 es12h [42]Castilla-La Mancha                  2012      1.17 
1123 es12h [43]Extremadura                         2012      1.10 
1124 es12h [51]Cataluña                            2012      1.05 
1125 es12h [52]Comunidad Valenciana                2012      1.09 
1126 es12h [53]Illes Balears                       2012      1.03 
1127 es12h [61]Andalucía                           2012      1.20 
1128 es12h [62]Región de Murcia                    2012      1.11 
1129 es12h [63]Ciudad Autónoma de Ceuta            2012      1.11 
1130 es12h [64]Ciudad Autónoma de Melilla          2012      0.869
1131 es12h [70]Canarias                            2012      1.47 
1132 es13h [11]Galicia                             2013      1.14 
1133 es13h [12]Principado de Asturias              2013      1.05 
1134 es13h [13]Cantabria                           2013      1.10 
1135 es13h [21]País Vasco                          2013      1.23 
1136 es13h [22]Comunidad Foral de Navarra          2013      1.18 
1137 es13h [23]La Rioja                            2013      1.14 
1138 es13h [24]Aragón                              2013      1.08 
1139 es13h [30]Comunidad de Madrid                 2013      1.11 
1140 es13h [41]Castilla y León                     2013      1.19 
1141 es13h [42]Castilla-La Mancha                  2013      1.19 
1142 es13h [43]Extremadura                         2013      1.17 
1143 es13h [51]Cataluña                            2013      1.10 
1144 es13h [52]Comunidad Valenciana                2013      1.12 
1145 es13h [53]Illes Balears                       2013      1.05 
1146 es13h [61]Andalucía                           2013      1.29 
1147 es13h [62]Región de Murcia                    2013      1.14 
1148 es13h [63]Ciudad Autónoma de Ceuta            2013      0.931
1149 es13h [64]Ciudad Autónoma de Melilla          2013      0.646
1150 es13h [70]Canarias                            2013      1.34 
1151 es14h [11]Galicia                             2014      1.08 
1152 es14h [12]Principado de Asturias              2014      1.10 
1153 es14h [13]Cantabria                           2014      1.17 
1154 es14h [21]País Vasco                          2014      1.18 
1155 es14h [22]Comunidad Foral de Navarra          2014      1.07 
1156 es14h [23]La Rioja                            2014      1.10 
1157 es14h [24]Aragón                              2014      1.09 
1158 es14h [30]Comunidad de Madrid                 2014      1.10 
1159 es14h [41]Castilla y León                     2014      1.17 
1160 es14h [42]Castilla-La Mancha                  2014      1.27 
1161 es14h [43]Extremadura                         2014      1.07 
1162 es14h [51]Cataluña                            2014      1.15 
1163 es14h [52]Comunidad Valenciana                2014      1.12 
1164 es14h [53]Illes Balears                       2014      1.19 
1165 es14h [61]Andalucía                           2014      1.27 
1166 es14h [62]Región de Murcia                    2014      1.21 
1167 es14h [63]Ciudad Autónoma de Ceuta            2014      1.12 
1168 es14h [64]Ciudad Autónoma de Melilla          2014      0.687
1169 es14h [70]Canarias                            2014      1.56 
1170 es15h [11]Galicia                             2015      1.16 
1171 es15h [12]Principado de Asturias              2015      1.19 
1172 es15h [13]Cantabria                           2015      1.19 
1173 es15h [21]País Vasco                          2015      1.09 
1174 es15h [22]Comunidad Foral de Navarra          2015      1.04 
1175 es15h [23]La Rioja                            2015      1.03 
1176 es15h [24]Aragón                              2015      1.08 
1177 es15h [30]Comunidad de Madrid                 2015      1.17 
1178 es15h [41]Castilla y León                     2015      1.15 
1179 es15h [42]Castilla-La Mancha                  2015      1.18 
1180 es15h [43]Extremadura                         2015      1.18 
1181 es15h [51]Cataluña                            2015      1.11 
1182 es15h [52]Comunidad Valenciana                2015      1.13 
1183 es15h [53]Illes Balears                       2015      1.09 
1184 es15h [61]Andalucía                           2015      1.18 
1185 es15h [62]Región de Murcia                    2015      1.17 
1186 es15h [63]Ciudad Autónoma de Ceuta            2015      1.22 
1187 es15h [64]Ciudad Autónoma de Melilla          2015      0.521
1188 es15h [70]Canarias                            2015      2.04 
1189 es16h [11]Galicia                             2016      1.21 
1190 es16h [12]Principado de Asturias              2016      1.12 
1191 es16h [13]Cantabria                           2016      1.14 
1192 es16h [21]País Vasco                          2016      1.14 
1193 es16h [22]Comunidad Foral de Navarra          2016      1.07 
1194 es16h [23]La Rioja                            2016      1.05 
1195 es16h [24]Aragón                              2016      1.07 
1196 es16h [30]Comunidad de Madrid                 2016      1.15 
1197 es16h [41]Castilla y León                     2016      1.16 
1198 es16h [42]Castilla-La Mancha                  2016      1.09 
1199 es16h [43]Extremadura                         2016      1.40 
1200 es16h [51]Cataluña                            2016      1.23 
1201 es16h [52]Comunidad Valenciana                2016      1.11 
1202 es16h [53]Illes Balears                       2016      1.19 
1203 es16h [61]Andalucía                           2016      1.21 
1204 es16h [62]Región de Murcia                    2016      1.17 
1205 es16h [63]Ciudad Autónoma de Ceuta            2016      1.20 
1206 es16h [64]Ciudad Autónoma de Melilla          2016      1.23 
1207 es16h [70]Canarias                            2016      1.02 
1208 es17h [11]Galicia                             2017      1.18 
1209 es17h [12]Principado de Asturias              2017      1.08 
1210 es17h [13]Cantabria                           2017      1.22 
1211 es17h [21]País Vasco                          2017      1.27 
1212 es17h [22]Comunidad Foral de Navarra          2017      0.996
1213 es17h [23]La Rioja                            2017      1.13 
1214 es17h [24]Aragón                              2017      1.07 
1215 es17h [30]Comunidad de Madrid                 2017      1.21 
1216 es17h [41]Castilla y León                     2017      1.16 
1217 es17h [42]Castilla-La Mancha                  2017      1.12 
1218 es17h [43]Extremadura                         2017      1.14 
1219 es17h [51]Cataluña                            2017      1.13 
1220 es17h [52]Comunidad Valenciana                2017      1.05 
1221 es17h [53]Illes Balears                       2017      1.09 
1222 es17h [61]Andalucía                           2017      1.07 
1223 es17h [62]Región de Murcia                    2017      1.15 
1224 es17h [63]Ciudad Autónoma de Ceuta            2017      0.935
1225 es17h [64]Ciudad Autónoma de Melilla          2017      1.50 
1226 es17h [70]Canarias                            2017      1.56 
1227 es18h [11]Galicia                             2018      1.23 
1228 es18h [12]Principado de Asturias              2018      1.10 
1229 es18h [13]Cantabria                           2018      1.14 
1230 es18h [21]País Vasco                          2018      1.15 
1231 es18h [22]Comunidad Foral de Navarra          2018      1.01 
1232 es18h [23]La Rioja                            2018      1.13 
1233 es18h [24]Aragón                              2018      1.18 
1234 es18h [30]Comunidad de Madrid                 2018      1.23 
1235 es18h [41]Castilla y León                     2018      1.18 
1236 es18h [42]Castilla-La Mancha                  2018      1.06 
1237 es18h [43]Extremadura                         2018      1.06 
1238 es18h [51]Cataluña                            2018      1.14 
1239 es18h [52]Comunidad Valenciana                2018      1.09 
1240 es18h [53]Illes Balears                       2018      1.12 
1241 es18h [61]Andalucía                           2018      1.22 
1242 es18h [62]Región de Murcia                    2018      1.16 
1243 es18h [64]Ciudad Autónoma de Melilla          2018      1.77 
1244 es18h [70]Canarias                            2018      1.24 
1245 es19h [11]Galicia                             2019      1.29 
1246 es19h [12]Principado de Asturias              2019      1.20 
1247 es19h [13]Cantabria                           2019      1.17 
1248 es19h [21]País Vasco                          2019      1.10 
1249 es19h [22]Comunidad Foral de Navarra          2019      1.19 
1250 es19h [23]La Rioja                            2019      1.10 
1251 es19h [24]Aragón                              2019      1.14 
1252 es19h [30]Comunidad de Madrid                 2019      1.24 
1253 es19h [41]Castilla y León                     2019      1.19 
1254 es19h [42]Castilla-La Mancha                  2019      1.08 
1255 es19h [43]Extremadura                         2019      1.22 
1256 es19h [51]Cataluña                            2019      1.11 
1257 es19h [52]Comunidad Valenciana                2019      1.17 
1258 es19h [53]Illes Balears                       2019      0.862
1259 es19h [61]Andalucía                           2019      1.13 
1260 es19h [62]Región de Murcia                    2019      1.07 
1261 es19h [63]Ciudad Autónoma de Ceuta            2019      1.18 
1262 es19h [64]Ciudad Autónoma de Melilla          2019      2.33 
1263 es19h [70]Canarias                            2019      1.23 
1264 es90h [11]Galicia                             1990      1.05 
1265 es90h [12]Principado de Asturia               1990      1.12 
1266 es90h [13]Cantabria                           1990      1.12 
1267 es90h [21]Pais Vasco                          1990      1.07 
1268 es90h [22]Communidad Foral de Navarra         1990      1.06 
1269 es90h [23]La Rioja                            1990      1.06 
1270 es90h [24]Aragon                              1990      1.10 
1271 es90h [30]Communidad de Madrid                1990      1.11 
1272 es90h [41]Castilla y Leon                     1990      1.18 
1273 es90h [42]Castilla la Mancha                  1990      1.13 
1274 es90h [43]Extremadura                         1990      1.08 
1275 es90h [51]Cataluna                            1990      1.14 
1276 es90h [52]Comunidad Valenciana                1990      1.05 
1277 es90h [53]Illes Balears                       1990      0.985
1278 es90h [61]Andalucia                           1990      1.18 
1279 es90h [62]Region de Murcia                    1990      1.10 
1280 es90h [65]Ciudad Autonoma de Ceuta y Melilla  1990      1.09 
1281 es90h [70]Canarias                            1990      1.01 
1282 es93h [1]North-East                           1993     NA    
1283 es93h [2]North-West                           1993     NA    
1284 es93h [3]Madrid                               1993     NA    
1285 es93h [4]Central                              1993     NA    
1286 es93h [5]East                                 1993     NA    
1287 es93h [6]South                                1993     NA    
1288 es93h [7]Canary Islands                       1993     NA    
1289 es93h <NA>                                    1993      1.19 
1290 es94h [1]North-East                           1994     NA    
1291 es94h [2]North-West                           1994     NA    
1292 es94h [3]Madrid                               1994     NA    
1293 es94h [4]Central                              1994     NA    
1294 es94h [5]East                                 1994     NA    
1295 es94h [6]South                                1994     NA    
1296 es94h [7]Canary Islands                       1994     NA    
1297 es94h <NA>                                    1994      1.17 
1298 es95h [1]North-East                           1995     NA    
1299 es95h [2]North-West                           1995     NA    
1300 es95h [3]Madrid                               1995     NA    
1301 es95h [4]Central                              1995     NA    
1302 es95h [5]East                                 1995     NA    
1303 es95h [6]South                                1995     NA    
1304 es95h [7]Canary Islands                       1995     NA    
1305 es95h <NA>                                    1995      1.07 
1306 es96h [1]North-East                           1996     NA    
1307 es96h [2]North-West                           1996     NA    
1308 es96h [3]Madrid                               1996     NA    
1309 es96h [4]Central                              1996     NA    
1310 es96h [5]East                                 1996     NA    
1311 es96h [6]South                                1996     NA    
1312 es96h [7]Canary Islands                       1996     NA    
1313 es96h <NA>                                    1996     NA    
1314 es97h [1]North-East                           1997     NA    
1315 es97h [2]North-West                           1997     NA    
1316 es97h [3]Madrid                               1997     NA    
1317 es97h [4]Central                              1997     NA    
1318 es97h [5]East                                 1997     NA    
1319 es97h [6]South                                1997     NA    
1320 es97h [7]Canary Islands                       1997     NA    
1321 es97h <NA>                                    1997      0.860
1322 es98h [1]North-East                           1998     NA    
1323 es98h [2]North-West                           1998     NA    
1324 es98h [3]Madrid                               1998     NA    
1325 es98h [4]Central                              1998     NA    
1326 es98h [5]East                                 1998     NA    
1327 es98h [6]South                                1998     NA    
1328 es98h [7]Canary Islands                       1998     NA    
1329 es98h <NA>                                    1998      0.921
1330 es99h [1]North-East                           1999     NA    
1331 es99h [2]North-West                           1999     NA    
1332 es99h [3]Madrid                               1999     NA    
1333 es99h [4]Central                              1999     NA    
1334 es99h [5]East                                 1999     NA    
1335 es99h [6]South                                1999     NA    
1336 es99h [7]Canary Islands                       1999     NA    
1337 es99h <NA>                                    1999     NA    
1338 fr00h Alsace                                  2000      1.08 
1339 fr00h Aquitaine                               2000      1.09 
1340 fr00h Auvergne                                2000      1.11 
1341 fr00h Basse-Normandie                         2000      1.03 
1342 fr00h Bourgogne                               2000      1.05 
1343 fr00h Bretagne                                2000      1.06 
1344 fr00h Centre                                  2000      1.08 
1345 fr00h Champagne-Ardenne                       2000      1.05 
1346 fr00h Franche-Comté                           2000      1.09 
1347 fr00h Haute-Normandie                         2000      1.05 
1348 fr00h Ile-de-France                           2000      1.13 
1349 fr00h Languedoc-Roussillon                    2000      1.14 
1350 fr00h Limousin                                2000      1.04 
1351 fr00h Lorraine                                2000      1.03 
1352 fr00h Midi-Pyrénées                           2000      1.15 
1353 fr00h Nord-Pas de Calais                      2000      1.07 
1354 fr00h Pays de la Loire                        2000      1.01 
1355 fr00h Picardie                                2000      1.09 
1356 fr00h Poitou-Charentes                        2000      1.06 
1357 fr00h Provence-Côte d'Azur-Corse              2000      1.15 
1358 fr00h Rhône-Alpes                             2000      1.07 
1359 fr01h Alsace                                  2001      1.09 
1360 fr01h Aquitaine                               2001      1.09 
1361 fr01h Auvergne                                2001      1.09 
1362 fr01h Basse-Normandie                         2001      1.08 
1363 fr01h Bourgogne                               2001      1.05 
1364 fr01h Bretagne                                2001      1.03 
1365 fr01h Centre                                  2001      1.11 
1366 fr01h Champagne-Ardenne                       2001      1.05 
1367 fr01h Franche-Comté                           2001      1.09 
1368 fr01h Haute-Normandie                         2001      1.04 
1369 fr01h Ile-de-France                           2001      1.11 
1370 fr01h Languedoc-Roussillon                    2001      1.16 
1371 fr01h Limousin                                2001      1.04 
1372 fr01h Lorraine                                2001      1.11 
1373 fr01h Midi-Pyrénées                           2001      1.16 
1374 fr01h Nord-Pas de Calais                      2001      1.06 
1375 fr01h Pays de la Loire                        2001      1.01 
1376 fr01h Picardie                                2001      1.08 
1377 fr01h Poitou-Charentes                        2001      1.07 
1378 fr01h Provence-Côte d'Azur-Corse              2001      1.18 
1379 fr01h Rhône-Alpes                             2001      1.08 
1380 fr02h Alsace                                  2002      1.10 
1381 fr02h Aquitaine                               2002      1.12 
1382 fr02h Auvergne                                2002      1.12 
1383 fr02h Basse-Normandie                         2002      1.02 
1384 fr02h Bourgogne                               2002      1.07 
1385 fr02h Bretagne                                2002      1.09 
1386 fr02h Centre                                  2002      1.02 
1387 fr02h Champagne-Ardenne                       2002      1.10 
1388 fr02h Corse                                   2002      1.56 
1389 fr02h Franche-Comté                           2002      1.11 
1390 fr02h Haute-Normandie                         2002      1.10 
1391 fr02h Ile-de-France                           2002      1.10 
1392 fr02h Languedoc-Roussillon                    2002      1.04 
1393 fr02h Limousin                                2002      1.11 
1394 fr02h Lorraine                                2002      1.12 
1395 fr02h Midi-Pyrénées                           2002      1.09 
1396 fr02h Nord-Pas de Calais                      2002      1.06 
1397 fr02h Pays de la Loire                        2002      1.03 
1398 fr02h Picardie                                2002      1.06 
1399 fr02h Poitou-Charentes                        2002      1.14 
1400 fr02h Provence-Alpes-Côte-d'Azur              2002      1.21 
1401 fr02h Rhône-Alpes                             2002      1.09 
1402 fr03h Alsace                                  2003      1.06 
1403 fr03h Aquitaine                               2003      1.17 
1404 fr03h Auvergne                                2003      1.08 
1405 fr03h Basse-Normandie                         2003      1.05 
1406 fr03h Bourgogne                               2003      1.02 
1407 fr03h Bretagne                                2003      1.10 
1408 fr03h Centre                                  2003      1.07 
1409 fr03h Champagne-Ardenne                       2003      1.11 
1410 fr03h Corse                                   2003      1.59 
1411 fr03h Franche-Comté                           2003      1.09 
1412 fr03h Haute-Normandie                         2003      1.07 
1413 fr03h Ile-de-France                           2003      1.13 
1414 fr03h Languedoc-Roussillon                    2003      1.25 
1415 fr03h Limousin                                2003      1.11 
1416 fr03h Lorraine                                2003      1.20 
1417 fr03h Midi-Pyrénées                           2003      1.07 
1418 fr03h Nord-Pas de Calais                      2003      1.08 
1419 fr03h Pays de la Loire                        2003      1.02 
1420 fr03h Picardie                                2003      1.09 
1421 fr03h Poitou-Charentes                        2003      1.07 
1422 fr03h Provence-Alpes-Côte-d'Azur              2003      1.16 
1423 fr03h Rhône-Alpes                             2003      1.06 
1424 fr04h Alsace                                  2004      1.14 
1425 fr04h Aquitaine                               2004      1.16 
1426 fr04h Auvergne                                2004      1.12 
1427 fr04h Basse-Normandie                         2004      0.996
1428 fr04h Bourgogne                               2004      1.06 
1429 fr04h Bretagne                                2004      1.04 
1430 fr04h Centre                                  2004      1.09 
1431 fr04h Champagne-Ardenne                       2004      1.09 
1432 fr04h Corse                                   2004      1.11 
1433 fr04h Franche-Comté                           2004      1.07 
1434 fr04h Haute-Normandie                         2004      1.07 
1435 fr04h Ile-de-France                           2004      1.17 
1436 fr04h Languedoc-Roussillon                    2004      1.23 
1437 fr04h Limousin                                2004      1.10 
1438 fr04h Lorraine                                2004      1.15 
1439 fr04h Midi-Pyrénées                           2004      1.12 
1440 fr04h Nord-Pas de Calais                      2004      1.06 
1441 fr04h Pays de la Loire                        2004      1.04 
1442 fr04h Picardie                                2004      1.11 
1443 fr04h Poitou-Charentes                        2004      1.10 
1444 fr04h Provence-Alpes-Côte-d'Azur              2004      1.09 
1445 fr04h Rhône-Alpes                             2004      1.03 
1446 fr05h Alsace                                  2005      1.13 
1447 fr05h Aquitaine                               2005      1.12 
1448 fr05h Auvergne                                2005      1.19 
1449 fr05h Basse-Normandie                         2005      1.10 
1450 fr05h Bourgogne                               2005      1.03 
1451 fr05h Bretagne                                2005      1.01 
1452 fr05h Centre                                  2005      1.13 
1453 fr05h Champagne-Ardenne                       2005      1.11 
1454 fr05h Corse                                   2005      1.60 
1455 fr05h Franche-Comté                           2005      1.10 
1456 fr05h Haute-Normandie                         2005      1.18 
1457 fr05h Ile-de-France                           2005      1.12 
1458 fr05h Languedoc-Roussillon                    2005      1.25 
1459 fr05h Limousin                                2005      1.05 
1460 fr05h Lorraine                                2005      1.09 
1461 fr05h Midi-Pyrénées                           2005      1.16 
1462 fr05h Nord-Pas de Calais                      2005      1.11 
1463 fr05h Pays de la Loire                        2005      1.02 
1464 fr05h Picardie                                2005      1.14 
1465 fr05h Poitou-Charentes                        2005      1.11 
1466 fr05h Provence-Alpes-Côte-d'Azur              2005      1.18 
1467 fr05h Rhône-Alpes                             2005      1.09 
1468 fr06h Alsace                                  2006      1.02 
1469 fr06h Aquitaine                               2006      1.10 
1470 fr06h Auvergne                                2006      1.10 
1471 fr06h Basse-Normandie                         2006      0.965
1472 fr06h Bourgogne                               2006      1.07 
1473 fr06h Bretagne                                2006      0.979
1474 fr06h Centre                                  2006      1.06 
1475 fr06h Champagne-Ardenne                       2006      0.968
1476 fr06h Corse                                   2006      1.75 
1477 fr06h Franche-Comté                           2006      1.13 
1478 fr06h Haute-Normandie                         2006      1.17 
1479 fr06h Ile-de-France                           2006      1.07 
1480 fr06h Languedoc-Roussillon                    2006      1.19 
1481 fr06h Limousin                                2006      1.04 
1482 fr06h Lorraine                                2006      1.12 
1483 fr06h Midi-Pyrénées                           2006      1.09 
1484 fr06h Nord-Pas de Calais                      2006      1.07 
1485 fr06h Pays de la Loire                        2006      1.07 
1486 fr06h Picardie                                2006      1.05 
1487 fr06h Poitou-Charentes                        2006      1.09 
1488 fr06h Provence-Alpes-Côte-d'Azur              2006      1.21 
1489 fr06h Rhône-Alpes                             2006      1.10 
1490 fr07h Alsace                                  2007      1.07 
1491 fr07h Aquitaine                               2007      1.19 
1492 fr07h Auvergne                                2007      1.12 
1493 fr07h Basse-Normandie                         2007      1.02 
1494 fr07h Bourgogne                               2007      1.15 
1495 fr07h Bretagne                                2007      1.01 
1496 fr07h Centre                                  2007      1.16 
1497 fr07h Champagne-Ardenne                       2007      1.03 
1498 fr07h Corse                                   2007      1.08 
1499 fr07h Franche-Comté                           2007      1.11 
1500 fr07h Haute-Normandie                         2007      1.12 
1501 fr07h Ile-de-France                           2007      1.16 
1502 fr07h Languedoc-Roussillon                    2007      1.20 
1503 fr07h Limousin                                2007      1.04 
1504 fr07h Lorraine                                2007      1.11 
1505 fr07h Midi-Pyrénées                           2007      1.09 
1506 fr07h Nord-Pas de Calais                      2007      1.07 
1507 fr07h Pays de la Loire                        2007      1.04 
